Exported data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Player Name,Position,HidPos,Team,Price,Value,Status,Picked %,PickedTop 100 %,PickedTop 1000 %,Tot Pts,Tot Pts Percentile,PPG,PPG Percentile,PPM,PPM Percentile,T6,G6,PPG6,Min,Goals,Goals Percentile,Assists,Assists Percentile,Clean Sheets,CS Percentile,Goals Conceded,GC Percentile,Own Goals,OG Percentile,Penalty Saved,PS Percentile,Penalty Made,PM Percentile,Yellow,Yellow Percentile,Red,Red Percentile,Saves,Saves Percentile,Bonus Points,BP Percentile,BPS,BPS Percentile,Inf,Inf Percentile,Creat,Creat Percentile,Threat,Threat Percentile,ICT,ICT Percentile,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
84182,Areola,GK,1,West Ham,4.2,4.3,a,0.9,0,1,7,55%,1.4,49%,1.63,55%,5,0,0.00,307,0,0%,0,0%,0,0%,7,62%,0,0%,0,0%,0,0%,0,0%,0,0%,9,55%,0,0%,42,55%,69.4,58%,0,0%,0,0%,6.8,58%,3,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1
79602,Bentley,GK,1,Wolverhampton,3.9,4,a,0,0,0,6,53%,3,62%,1.50,53%,0,2,0.00,180,0,0%,0,0%,0,0%,3,55%,0,0%,0,0%,0,0%,0,0%,0,0%,11,60%,0,0%,45,57%,70.2,60%,0,0%,0,0%,7,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,
487818,Whitworth,GK,1,Crystal Palace,3.9,4,a,0.1,0,0.6,3,51%,1.5,51%,0.75,51%,3,0,0.00,180,0,0%,0,0%,0,0%,5,58%,0,0%,0,0%,0,0%,0,0%,0,0%,5,51%,0,0%,28,51%,41.8,55%,0,0%,0,0%,4.2,55%,3,,,,,,,,,,,,,,,,,,,,,,,,,,
200720,Kelleher,GK,1,Liverpool,3.7,3.9,a,0.2,0,0,2,49%,2,53%,0.51,49%,0,1,0.00,90,0,0%,0,0%,0,0%,4,57%,0,0%,0,0%,0,0%,0,0%,0,0%,6,53%,0,0%,20,49%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
17601,Carson,GK,1,Man City,3.8,3.8,a,0.4,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
32259,Randolph,GK,1,Bournemouth,4,4,a,0.1,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
214572,Austin,GK,1,Tottenham,3.9,3.9,a,0.3,1,0.6,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
59735,Darlow,GK,1,Newcastle United,4,3.9,u,0.7,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
60706,Adrián,GK,1,Liverpool,3.9,3.8,a,0.6,0,0.9,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
235448,Balcombe,GK,1,Brentford,3.9,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
216208,Šarkić,GK,1,Wolverhampton,4,3.9,u,1.4,6,5.7,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
140200,Strakosha,GK,1,Brentford,3.9,4.3,a,0.1,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
164484,Steffen,GK,1,Man City,3.9,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
169593,Matthews,GK,1,Crystal Palace,3.9,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
240514,Scherpen,GK,1,B & H Albion,4,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
104542,Karius,GK,1,Newcastle United,3.9,3.9,a,0.1,0,0.1,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
503300,Cox,GK,1,Brentford,4,3.9,i,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
122074,Bettinelli,GK,1,Chelsea,4,4,d,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
481283,Wright,GK,1,Aston Villa,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
224068,Turner,GK,1,Nottingham Forest,3.9,3.8,a,1.4,0,0.5,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
463748,Hein,GK,1,Arsenal,4,3.9,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
462381,Marschall,GK,1,Aston Villa,4,4,u,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
248164,Sinisalo,GK,1,Aston Villa,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
447879,Anang,GK,1,West Ham,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
516159,Zych,GK,1,Aston Villa,4,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
450197,G.Shelvey,GK,1,Nottingham Forest,3.9,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
21205,Heaton,GK,1,Man United,4,3.8,a,0.3,0,0.6,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
209288,McGill,GK,1,B & H Albion,3.9,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
11948,Lonergan,GK,1,Everton,3.9,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
81441,Gillespie,GK,1,Newcastle United,3.9,4,a,0,0,0,0,0%,0,0%,0.00,0%,0,0,0.00,0,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,
118748,Salah,MID,3,Liverpool,13,13.1,a,37.2,94,94.6,239,100%,6.3,100%,18.24,80%,51,7,7.29,3290,19,100%,13,99%,13,96%,45,91%,0,0%,0,0%,2,99%,2,51%,0,0%,0,0%,23,99%,651,97%,1046.2,100%,869.9,95%,1620,100%,353.7,100%,0,21,11,6,11,2,3,2,2,2,12,2,15,7,2,3,8,2,5,,,3,10,3,8,2,12
184029,Ødegaard,MID,3,Arsenal,8.5,6.9,a,33.3,1,0.9,212,100%,5.7,99%,30.72,100%,34,6,5.67,3132,15,99%,8,90%,13,96%,38,81%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,30,100%,813,100%,960,99%,1100.4,98%,920,96%,298.3,99%,7,2,11,8,4,2,5,9,2,13,11,16,3,10,2,,6,4,2,,,2,1,10,16,2,3
176297,Rashford,MID,3,Man United,8.4,7.2,a,37.8,15,11.9,205,99%,5.9,100%,28.47,97%,48,6,8.00,2880,17,100%,7,87%,13,96%,39,84%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,21,98%,530,92%,887.8,97%,459.7,78%,1427,100%,277.6,97%,3,2,,15,8,20,7,12,8,5,14,2,2,8,3,3,1,2,1,,,18,6,3,10,1,2
223340,Saka,MID,3,Arsenal,9.2,8,d,25.6,19,18.6,202,99%,5.3,98%,25.25,93%,43,6,7.17,3183,14,98%,12,98%,12,94%,42,89%,0,0%,0,0%,1,97%,6,86%,0,0%,0,0%,19,97%,678,98%,972.2,100%,1091.8,98%,1164,99%,322.8,99%,3,2,15,6,15,2,9,6,3,6,9,3,5,4,1,,9,15,2,9,,7,5,5,3,2,6
444145,Martinelli,MID,3,Arsenal,7.7,6.5,i,26.3,78,76.4,198,98%,5.5,98%,30.46,99%,48,4,12.00,2789,15,99%,9,93%,14,99%,33,76%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,18,96%,648,97%,844.2,96%,838.1,94%,1300,99%,298.1,98%,8,2,26,6,5,1,2,2,3,10,8,6,3,8,2,,3,12,4,3,,2,10,2,6,8,8
61366,De Bruyne,MID,3,Man City,10.6,12.1,a,25.5,4,3.2,183,98%,5.7,99%,15.12,71%,22,4,5.50,2413,7,89%,18,100%,10,86%,23,62%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,26,100%,742,98%,897.8,98%,1476.7,100%,598,88%,297.6,98%,1,3,,2,15,1,6,5,3,1,2,2,7,11,9,,2,6,8,10,,7,1,2,5,14,6
141746,B. Fernandes,MID,3,Man United,8.2,9.5,a,13.3,0,0.1,176,97%,4.8,97%,18.53,80%,32,8,4.00,3317,8,92%,9,93%,18,100%,39,84%,0,0%,0,0%,0,0%,6,86%,0,0%,0,0%,23,99%,748,99%,948,99%,1532.3,100%,948,97%,343.1,100%,3,2,,12,3,12,5,19,6,6,3,6,,2,2,11,2,2,1,,,7,3,8,1,1,2
60307,Groß,MID,3,B & H Albion,6.6,5.4,a,11,0,0,159,96%,4.3,94%,29.44,98%,18,8,2.25,3240,9,94%,8,90%,11,91%,51,95%,1,97%,0,0%,0,0%,7,90%,0,0%,0,0%,14,91%,748,99%,888.4,98%,1215.4,99%,578,86%,268.6,96%,5,6,,2,2,3,2,3,8,6,2,1,9,7,1,3,2,2,2,,,5,2,11,6,3,15
232413,Eze,MID,3,Crystal Palace,6,5.7,a,12.8,0,0,159,96%,4.2,92%,27.89,96%,15,6,2.50,2631,10,95%,5,80%,9,80%,35,77%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,21,98%,580,94%,692.8,92%,800.4,93%,597,88%,208.9,92%,2,1,1,9,1,1,3,2,2,8,1,2,6,3,2,10,3,10,2,,,3,3,5,3,6,2
179018,Almirón,MID,3,Newcastle United,6.1,5.4,a,12.8,3,1.8,158,96%,4.6,97%,29.26,98%,24,7,3.43,2487,11,97%,4,76%,15,100%,22,60%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,15,92%,511,90%,599.2,85%,424,76%,849,94%,187.5,88%,9,2,,1,10,2,3,3,2,3,8,6,8,12,10,10,3,7,15,2,,3,2,2,7,3,3
116216,Trossard,MID,3,Arsenal,6.5,6.6,d,7.2,0,0.3,154,96%,4.3,94%,23.33,89%,38,6,6.33,2237,8,92%,13,99%,8,75%,38,81%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,8,77%,494,88%,620,88%,687.1,90%,859,95%,216.6,93%,15,1,12,2,7,1,1,,,1,2,2,5,7,7,3,2,2,20,,,12,2,6,8,3,1
84450,Xhaka,MID,3,Arsenal,6,4.8,a,2.7,1,0.4,153,95%,4.1,91%,31.88,100%,18,6,3.00,2992,7,89%,8,90%,13,96%,35,77%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,15,92%,634,96%,647,90%,673.3,89%,498,84%,182,88%,3,1,6,2,4,2,5,3,2,2,5,1,3,3,10,,3,2,9,5,,2,2,2,6,12,2
85971,Son,MID,3,Tottenham,9.8,11.5,a,6.4,3,6.3,152,95%,4.2,92%,13.22,66%,23,6,3.83,2886,10,95%,6,85%,9,80%,55,97%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,8,77%,471,86%,709.2,93%,829.3,94%,910,96%,244.7,96%,9,2,1,6,2,3,5,4,8,2,2,,,2,2,2,3,6,2,19,,2,2,3,3,2,5
109345,March,MID,3,B & H Albion,6.1,5.2,d,4.4,0,0.1,147,94%,4.5,96%,28.27,96%,29,4,7.25,2719,6,85%,10,96%,10,86%,40,86%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,16,95%,559,93%,791.8,96%,965.8,96%,955,97%,271.4,97%,11,3,,2,10,3,2,19,11,1,13,2,2,2,5,3,2,2,6,,,5,2,3,3,2,5
222531,Gibbs-White,MID,3,Nottingham Forest,5.7,5.5,a,1.3,0,0,145,93%,3.9,88%,26.36,95%,18,6,3.00,3151,5,80%,12,98%,8,75%,61,99%,0,0%,0,0%,0,0%,6,86%,0,0%,0,0%,11,86%,479,87%,593.4,85%,941.1,96%,624,89%,215.7,93%,2,4,2,5,2,3,2,10,3,2,,11,13,0,3,3,2,6,2,2,,5,1,2,1,2,2
178186,Bowen,MID,3,West Ham,7.9,8,a,3.3,0,0.9,145,93%,3.8,87%,18.13,79%,18,7,2.57,3232,6,85%,9,93%,9,80%,50,94%,0,0%,0,0%,1,97%,2,51%,0,0%,0,0%,9,80%,431,83%,625.8,89%,674.8,89%,1076,98%,237.9,95%,2,1,6,2,5,2,16,2,5,2,4,2,2,2,3,0,2,7,14,2,,2,2,3,2,2,2
101178,Ward-Prowse,MID,3,West Ham,5.9,6.1,a,4.9,1,0.3,142,92%,3.7,84%,23.28,88%,20,6,3.33,3371,9,94%,4,76%,4,56%,72,100%,1,97%,0,0%,2,99%,6,86%,0,0%,0,0%,18,96%,747,99%,880.4,97%,1162.9,99%,319,70%,236.3,95%,5,0,2,10,1,2,2,15,2,7,5,5,2,2,2,3,2,2,2,1,,2,1,2,7,2,9
230046,Douglas Luiz,MID,3,Aston Villa,5.7,4.8,a,1,0,0.4,142,92%,3.8,87%,29.58,99%,15,6,2.50,2922,6,85%,7,87%,13,96%,35,77%,0,0%,0,0%,0,0%,6,86%,1,96%,0,0%,17,95%,594,95%,661.6,91%,655.4,87%,242,64%,155.8,83%,2,2,3,1,5,2,5,2,2,11,5,6,2,2,6,-1,2,2,4,1,,2,7,3,1,,0
209244,Foden,MID,3,Man City,8.2,8,a,9.7,3,3.4,142,92%,4.4,96%,17.75,77%,29,8,3.63,1832,11,97%,7,87%,5,63%,16,52%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,15,92%,517,91%,671.2,92%,670.8,88%,712,92%,205.4,92%,1,11,13,2,2,,,1,1,1,1,9,1,1,1,,2,11,19,8,,2,4,4,2,9,3
243016,Mac Allister,MID,3,Liverpool,5.8,5.6,a,14.7,0,0.1,140,91%,4,90%,25.00,92%,27,9,3.00,2882,10,95%,2,57%,10,86%,45,91%,1,97%,0,0%,0,0%,8,94%,0,0%,0,0%,18,96%,567,94%,741,94%,729.6,91%,706,92%,217.8,94%,10,14,,2,1,,1,3,1,,,9,2,2,2,2,2,2,2,,,14,10,2,11,2,0
451340,Mitoma,MID,3,B & H Albion,6.4,5.7,a,27.3,0,0,138,90%,4.2,92%,24.21,90%,40,9,4.44,2311,7,89%,9,93%,8,75%,35,77%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,11,86%,457,84%,566.8,84%,567.6,85%,857,94%,198.9,91%,12,13,,2,2,11,10,6,8,7,2,,8,5,,,1,1,4,,,,1,1,1,1,
201666,Barnes,MID,3,Newcastle United,6.2,6.6,a,1.7,0,0.1,138,90%,4.1,91%,20.91,85%,19,6,3.17,2709,13,98%,2,57%,6,68%,51,95%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,0,0%,379,77%,567.4,84%,305.1,66%,883,96%,175.5,86%,1,0,2,2,6,8,7,2,2,2,2,8,8,2,8,8,3,2,8,2,,1,2,7,2,,
172780,Maddison,MID,3,Tottenham,7.9,7.8,a,5.5,1,1,135,89%,4.5,96%,17.31,76%,23,6,3.83,2479,10,95%,9,93%,4,56%,54,96%,0,0%,0,0%,1,97%,10,98%,0,0%,0,0%,9,80%,520,92%,785.4,96%,970,97%,769,93%,252.9,96%,2,1,,2,11,7,1,,,,,6,11,2,8,,2,1,18,7,,2,1,,7,7,5
232653,Ramsey,MID,3,Aston Villa,5.9,5.1,a,1.5,0,0.1,135,89%,3.9,88%,26.47,95%,12,6,2.00,2634,6,85%,8,90%,11,91%,33,76%,1,97%,0,0%,0,0%,5,78%,0,0%,0,0%,13,90%,470,85%,607.2,87%,496.7,80%,424,78%,152.8,81%,2,3,3,1,2,1,3,3,,,,2,14,1,1,2,2,1,3,10,,5,1,1,2,2,0
221399,Harrison,MID,3,Everton,5.5,5.7,a,2.1,0,0,134,89%,3.7,84%,23.51,89%,28,6,4.67,2707,5,80%,8,90%,6,68%,55,97%,1,97%,0,0%,0,0%,2,51%,0,0%,0,0%,15,92%,403,80%,556.2,82%,791.5,93%,466,81%,181.2,87%,11,2,6,2,3,4,3,2,4,3,,,1,2,5,1,2,2,3,,,1,2,2,14,4,6
207283,Jensen,MID,3,Brentford,5.4,4.8,a,1.8,0,0.2,132,88%,3.6,82%,27.50,96%,27,5,5.40,2805,5,80%,7,87%,10,86%,40,86%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,11,86%,498,88%,644,90%,787.9,92%,208,59%,164.1,84%,5,10,,2,2,8,3,10,5,1,4,1,5,1,2,3,2,2,3,2,,2,2,2,4,14,1
443661,Olise,MID,3,Crystal Palace,5.6,5.3,a,1.8,0,0,132,88%,3.6,82%,24.91,92%,21,6,3.50,2743,2,60%,11,97%,8,75%,38,81%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,15,92%,517,91%,606.6,86%,1014.6,97%,462,80%,208.8,92%,4,2,3,8,2,2,0,11,2,12,2,2,10,3,2,5,1,5,2,,,1,3,1,1,1,
153133,Iwobi,MID,3,Fulham,5.3,4.9,a,1.1,0,0.3,126,86%,3.3,78%,25.71,93%,21,6,3.50,3379,2,60%,8,90%,9,80%,56,98%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,9,80%,563,93%,682.4,92%,917.7,95%,366,73%,196.7,90%,3,2,4,7,2,3,2,2,4,2,2,2,2,3,12,2,2,9,5,6,,3,5,2,1,2,2
433154,McNeil,MID,3,Everton,5.4,5.2,a,2,0,0.1,126,86%,3.5,80%,24.23,90%,30,6,5.00,2490,7,89%,5,80%,5,63%,46,92%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,14,91%,505,90%,699.4,93%,726.6,91%,462,80%,189.2,89%,11,4,4,2,2,7,1,,1,,4,2,2,1,6,1,1,1,10,0,,1,2,2,1,2,2
103025,Mahrez,MID,3,Man City,7.5,7.5,a,8.9,4,4.3,126,86%,4.2,92%,16.80,75%,16,8,2.00,1913,5,80%,12,98%,6,68%,23,62%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,11,86%,470,85%,533.6,82%,773.4,92%,520,85%,182.5,88%,,,1,,14,1,6,19,6,8,6,,,,1,,,8,1,1,,1,4,2,,3,1
168991,Billing,MID,3,Bournemouth,5.1,5,d,0.9,0,0,126,86%,3.5,80%,25.20,92%,28,5,5.60,2766,7,89%,2,57%,9,80%,54,96%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,14,91%,475,87%,622,88%,388.8,73%,441,80%,145.2,78%,10,10,1,2,2,3,,2,1,1,2,3,7,2,2,2,5,10,3,9,,7,3,1,2,1,2
156689,Andreas,MID,3,Fulham,5.3,4.3,i,10.1,93,89.2,123,85%,3.7,84%,28.60,97%,22,2,11.00,2696,4,72%,10,96%,8,75%,40,86%,0,0%,0,0%,0,0%,8,94%,0,0%,0,0%,9,80%,360,75%,440.6,76%,965,96%,495,83%,189.3,89%,2,8,1,3,6,2,2,2,5,5,3,2,6,3,10,3,5,6,2,1,,2,6,2,8,3,2
200089,Willock,MID,3,Newcastle United,5.3,4.7,i,1.2,0,0,123,85%,3.5,80%,26.17,94%,9,5,1.80,2556,3,65%,7,87%,12,94%,26,68%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,11,86%,415,81%,520.8,81%,547,84%,680,91%,174.9,85%,6,1,,,1,1,3,3,3,3,3,11,9,3,2,1,1,2,10,2,,3,2,2,2,3,3
114283,Grealish,MID,3,Man City,7.2,7.1,d,7.9,2,1.7,121,84%,4.3,94%,17.04,76%,28,4,7.00,2051,5,80%,10,96%,10,86%,16,52%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,9,80%,490,88%,515.8,81%,721.3,90%,683,92%,191.7,90%,3,3,3,5,13,1,3,8,4,2,9,,2,6,2,,,1,2,10,,,,,,1,3
132015,Højbjerg,MID,3,Tottenham,5.2,5.3,d,1.8,1,0.6,120,84%,3.4,79%,22.64,88%,18,4,4.50,3131,4,72%,5,80%,10,86%,57,99%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,10,84%,629,96%,758,95%,501.7,80%,237,64%,150,80%,1,2,3,3,2,7,3,3,3,2,10,2,2,5,,2,9,3,2,5,,9,2,3,2,10,2
195546,Buendía,MID,3,Aston Villa,5.7,5.7,a,0.7,0,0,117,84%,3.1,75%,20.53,85%,19,6,3.17,2404,5,80%,3,69%,11,91%,34,76%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,8,77%,370,76%,438.2,75%,546.3,83%,580,87%,156.6,83%,2,3,6,2,1,5,3,11,2,10,2,2,2,2,3,1,1,2,1,1,,1,2,1,2,8,1
47431,Willian,MID,3,Fulham,5.3,5.5,a,0.5,1,0.2,116,83%,4.3,94%,21.09,86%,17,5,3.40,2127,5,80%,7,87%,9,80%,22,60%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,11,86%,442,84%,430.2,75%,658.8,88%,447,80%,153.6,81%,,1,2,2,9,3,2,3,15,2,6,2,2,3,10,3,1,,,6,,1,,,,,
204480,Rice,MID,3,Arsenal,5.4,4.7,a,3.2,0,0,116,83%,3.1,75%,24.68,91%,24,6,4.00,3272,4,72%,3,69%,9,80%,50,94%,0,0%,0,0%,1,97%,5,78%,0,0%,0,0%,12,89%,622,96%,777.6,95%,522.4,82%,226,61%,152.7,80%,2,1,10,2,2,7,3,1,2,2,2,2,2,2,3,2,10,2,2,2,,6,3,6,2,-1,2
180974,Joelinton,MID,3,Newcastle United,5.8,6,i,2,0,0,115,82%,3.6,82%,19.17,81%,5,5,1.00,2660,6,85%,5,80%,11,91%,26,68%,0,0%,0,0%,0,0%,12,100%,0,0%,0,0%,10,84%,458,84%,603.4,86%,413.1,75%,655,90%,167.3,84%,,1,,2,1,1,2,3,2,3,13,3,,7,2,0,3,4,,1,,3,2,2,1,2,6
220566,Rodri,MID,3,Man City,5.6,5.6,a,1.9,0,0,108,82%,3,73%,19.29,82%,28,7,4.00,2911,2,60%,6,85%,11,91%,26,68%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,7,75%,606,95%,716,94%,555.9,84%,493,83%,176.9,86%,3,8,1,2,12,2,2,7,3,2,8,2,2,3,2,,2,6,,2,,2,1,5,5,3,3
